file,class,method,variable,usage
/Users/joeyclapton/rd/puc/eng-software-economica/lab-05/Employee.java,Employee,addRoutine/1[java.lang.String],routines,1
/Users/joeyclapton/rd/puc/eng-software-economica/lab-05/Employee.java,Employee,printRoutine/0,routines,1
/Users/joeyclapton/rd/puc/eng-software-economica/lab-05/Employee.java,Employee,Employee/0,routines,1
