file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-seat-service/src/main/java/seat/config/SecurityConfig.java,seat.config.SecurityConfig,class,13,13,0,13,3,2,0,15,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,9,0,0,0,0,0,1,0,0,65,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-security-service/src/main/java/security/repository/SecurityRepository.java,security.repository.SecurityRepository,interface,3,5,2,3,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-wait-order-service/src/main/java/waitorder/config/SecurityConfig.java,waitorder.config.SecurityConfig,class,13,13,0,13,3,2,0,15,3,0.6666667,0.0,0.0,3,0,2,0,1,0,3,0,0,0,2,0,0,0,0,2,0,0,0,19,2,0,0,0,0,14,0,2,0,2,0,1,0,0,67,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-travel-plan-service/src/main/java/travelplan/service/TravelPlanService.java,travelplan.service.TravelPlanService,interface,4,7,3,4,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-common/src/main/java/edu/fudan/common/entity/RoutePlanResultUnit.java,edu.fudan.common.entity.RoutePlanResultUnit,class,3,4,1,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,22,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-payment-service/src/test/java/com/trainticket/service/PaymentServiceImplTest.java,com.trainticket.service.PaymentServiceImplTest,class,13,13,0,13,8,1,0,18,0,0.34375,0.75,0.75,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,1,54,0,0,0,0,0,5,7,12,0,15,0,0,0,0,31,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-config-service/src/main/java/config/service/ConfigService.java,config.service.ConfigService,interface,3,7,4,3,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ItemAdjuster.java,org.myproject.ms.monitoring.ItemAdjuster,interface,1,4,3,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/StateItemAdjuster.java,org.myproject.ms.monitoring.StateItemAdjuster,class,3,3,0,3,1,1,0,7,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,4,0,0,2,0,0,0,0,0,7,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/msg/MSTMInject.java,org.myproject.ms.monitoring.instrument.msg.MSTMInject,interface,2,9,7,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/web/SWProp.java,org.myproject.ms.monitoring.instrument.web.SWProp$Client,innerclass,0,0,0,0,2,1,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,2,0,1,0,0,0,0,6,9,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/antn/TagValueExpressionResolver.java,org.myproject.ms.monitoring.antn.TagValueExpressionResolver,interface,0,3,3,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/Item.java,org.myproject.ms.monitoring.Item$SpanBuilder,innerclass,3,3,0,3,22,1,0,24,191,0.89935064,0.08658009,0.5930736,22,0,21,0,0,1,22,0,0,0,14,0,0,14,0,0,0,0,0,102,21,0,0,0,0,0,0,15,0,14,0,0,0,0,29,9,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/config/SecurityConfig.java,admintravel.config.SecurityConfig$Anonymous1,anonymous,1,1,0,1,1,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-consign-price-service/src/main/java/consignprice/init/InitData.java,consignprice.init.InitData,class,7,8,1,7,1,1,0,11,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,1,15,0,0,0,0,0,1,5,2,0,3,0,0,0,0,22,1,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-travel2-service/src/main/java/travel2/init/InitData.java,travel2.init.InitData,class,5,5,0,5,1,1,0,9,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,5,0,0,0,0,5,0,0,0,55,0,0,0,0,0,26,0,5,0,6,0,0,0,0,33,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-common/src/main/java/edu/fudan/common/entity/VerifyResult.java,rebook.entity.VerifyResult,class,1,1,0,1,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-route-service/src/main/java/route/RouteApplication.java,route.RouteApplication,class,11,12,1,11,2,1,0,2,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/ContactsApplication.java,contacts.ContactsApplication,class,11,12,1,11,2,1,0,2,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-basic-info-service/src/main/java/adminbasic/config/SecurityConfig.java,adminbasic.config.SecurityConfig,class,13,13,0,13,3,2,0,15,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,13,0,0,0,0,0,1,0,0,66,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/web/client/TARTemp.java,org.myproject.ms.monitoring.instrument.web.client.TARTemp$Anonymous1,anonymous,7,7,0,7,7,1,0,5,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-notification-service/src/main/java/notification/entity/Mail.java,notification.entity.Mail,class,1,5,4,1,1,1,0,0,0,0.8888889,NaN,NaN,1,0,1,0,0,0,1,0,0,0,9,0,0,9,0,0,0,0,0,14,0,0,0,0,0,1,0,1,0,9,0,0,0,0,13,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-rebook-service/src/main/java/rebook/RebookApplication.java,rebook.RebookApplication,class,11,12,1,11,2,1,0,2,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/ts-ui-test/src/test/java/TestServiceRegister.java,TestServiceRegister,class,7,8,1,7,9,1,0,18,0,0.4166667,0.6666667,0.6666667,6,1,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,4,49,1,0,0,0,0,35,3,4,4,4,1,0,0,0,47,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-service/src/main/java/preserve/PreserveApplication.java,preserve.PreserveApplication,class,11,12,1,11,2,1,0,2,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-consign-price-service/src/test/java/consignprice/service/ConsignPriceServiceImplTest.java,consignprice.service.ConsignPriceServiceImplTest,class,11,11,0,11,8,1,0,13,0,0.125,0.75,0.75,8,0,8,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,6,53,0,0,0,0,0,8,50,16,0,18,0,0,0,0,44,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-travel-service/src/main/java/travel/entity/TripAllDetail.java,travel.entity.TripAllDetail,class,3,4,1,3,2,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-travel-service/src/main/java/travel/controller/TravelController.java,travel.controller.TravelController,class,21,23,2,21,23,1,0,21,0,0.07692308,0.84615386,0.84615386,13,0,13,0,0,0,13,0,0,0,2,1,0,2,0,0,1,0,0,65,15,0,10,0,0,38,4,3,0,4,1,0,0,0,66,1,14
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-wait-order-service/src/main/java/waitorder/service/WaitListOrderService.java,waitorder.service.WaitListOrderService,interface,4,7,3,4,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-route-service/src/main/java/adminroute/config/SecurityConfig.java,adminroute.config.SecurityConfig,class,13,13,0,13,3,2,0,15,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,8,0,0,0,0,0,1,0,0,65,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-common/src/main/java/edu/fudan/common/entity/OrderStatus.java,edu.fudan.common.entity.OrderStatus,enum,1,13,12,1,6,1,0,3,0,0.375,0.6666667,1.0,4,1,3,0,0,1,4,0,0,0,2,0,0,2,0,0,0,0,1,29,4,1,1,0,0,7,8,3,0,3,2,0,0,0,37,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-cancel-service/src/main/java/cancel/config/SecurityConfig.java,cancel.config.SecurityConfig,class,13,13,0,13,3,2,0,15,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,9,0,0,0,0,0,1,0,0,65,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-common/src/main/java/edu/fudan/common/entity/TravelInfo.java,edu.fudan.common.entity.TravelInfo,class,3,6,3,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/trace/DChainer.java,org.myproject.ms.monitoring.trace.DChainer$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-execute-service/src/test/java/execute/service/ExecuteServiceImplTest.java,execute.service.ExecuteServiceImplTest$Anonymous4,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-execute-service/src/test/java/execute/service/ExecuteServiceImplTest.java,execute.service.ExecuteServiceImplTest$Anonymous3,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-food-service/src/main/java/foodsearch/entity/AllTripFood.java,foodsearch.entity.AllTripFood,class,3,4,1,3,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-execute-service/src/test/java/execute/service/ExecuteServiceImplTest.java,execute.service.ExecuteServiceImplTest$Anonymous2,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-notification-service/src/main/java/notification/mq/RabbitSend.java,notification.mq.RabbitSend,class,5,7,2,5,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,8,0,0,0,0,0,1,0,1,1,2,0,0,0,0,9,1,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-service/src/main/java/preserve/config/SecurityConfig.java,preserve.config.SecurityConfig,class,13,13,0,13,3,2,0,15,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,9,0,0,0,0,0,1,0,0,65,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-execute-service/src/test/java/execute/service/ExecuteServiceImplTest.java,execute.service.ExecuteServiceImplTest$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-wait-order-service/src/test/java/waitorder/service/Impl/WaitListOrderServiceImplTest.java,waitorder.service.Impl.WaitListOrderServiceImplTest,class,10,10,0,10,3,1,0,10,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1,18,0,0,0,0,0,3,2,3,0,5,0,0,0,0,26,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-execute-service/src/test/java/execute/service/ExecuteServiceImplTest.java,execute.service.ExecuteServiceImplTest$Anonymous6,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ChainCallable.java,org.myproject.ms.monitoring.ChainCallable,class,6,10,4,6,13,1,0,11,6,0.6666667,0.45454547,0.8333333,12,0,7,0,5,0,12,0,0,0,5,0,0,5,0,0,5,0,0,56,10,0,1,1,0,1,0,6,0,6,1,0,0,0,24,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-execute-service/src/test/java/execute/service/ExecuteServiceImplTest.java,execute.service.ExecuteServiceImplTest$Anonymous5,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/ts-ui-test/src/test/java/TestServiceBasicInfo.java,TestServiceBasicInfo,class,7,7,0,7,5,1,0,22,0,0.16666667,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,3,42,0,0,0,0,0,21,6,12,3,11,1,0,0,0,46,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-service/src/main/java/preserve/mq/RabbitSend.java,preserve.mq.RabbitSend,class,5,7,2,5,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,8,0,0,0,0,0,1,0,1,1,2,0,0,0,0,11,1,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-other-service/src/main/java/preserveOther/service/PreserveOtherServiceImpl.java,preserveOther.service.PreserveOtherServiceImpl$Anonymous8,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-other-service/src/main/java/preserveOther/service/PreserveOtherServiceImpl.java,preserveOther.service.PreserveOtherServiceImpl$Anonymous7,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-other-service/src/main/java/preserveOther/service/PreserveOtherServiceImpl.java,preserveOther.service.PreserveOtherServiceImpl$Anonymous6,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-other-service/src/main/java/preserveOther/service/PreserveOtherServiceImpl.java,preserveOther.service.PreserveOtherServiceImpl$Anonymous5,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-other-service/src/main/java/preserveOther/service/PreserveOtherServiceImpl.java,preserveOther.service.PreserveOtherServiceImpl$Anonymous4,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-basic-info-service/src/main/java/adminbasic/service/AdminBasicInfoServiceImpl.java,adminbasic.service.AdminBasicInfoServiceImpl,class,16,18,2,16,21,1,0,4,0,0.6825397,1.0,1.0,21,0,20,1,0,0,20,0,0,0,3,1,0,3,0,0,1,0,0,162,21,0,0,0,0,41,0,85,21,87,0,0,0,0,65,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-other-service/src/main/java/preserveOther/service/PreserveOtherServiceImpl.java,preserveOther.service.PreserveOtherServiceImpl$Anonymous3,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-other-service/src/main/java/preserveOther/service/PreserveOtherServiceImpl.java,preserveOther.service.PreserveOtherServiceImpl$Anonymous2,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-preserve-other-service/src/main/java/preserveOther/service/PreserveOtherServiceImpl.java,preserveOther.service.PreserveOtherServiceImpl$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-notification-service/src/main/java/notification/service/NotificationServiceImpl.java,notification.service.NotificationServiceImpl,class,10,12,2,10,8,1,0,19,0,0.225,1.0,1.0,4,0,4,0,0,0,4,0,0,0,10,1,0,2,0,8,1,0,0,102,8,0,0,4,0,26,0,16,0,18,1,0,0,0,39,1,4
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-food-service/src/test/java/adminorder/service/FoodServiceImplTest.java,adminorder.service.FoodServiceImplTest,class,11,11,0,11,12,1,0,23,0,0.16666667,0.6818182,0.6818182,12,0,12,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,9,75,0,0,0,0,0,16,13,22,0,24,0,0,0,0,40,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-travel2-service/src/main/java/travel2/service/TravelServiceImpl.java,travel2.service.TravelServiceImpl$Anonymous4,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/service/OrderServiceImpl.java,order.service.OrderServiceImpl,class,24,26,2,24,73,1,0,108,0,0.5793651,0.80526316,0.80526316,21,0,20,1,0,0,20,0,0,0,6,1,0,4,0,2,1,0,13,399,36,6,16,0,0,70,53,72,14,62,4,1,0,0,141,1,44
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-travel2-service/src/main/java/travel2/service/TravelServiceImpl.java,travel2.service.TravelServiceImpl$Anonymous3,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-auth-service/src/main/java/auth/controller/UserController.java,auth.controller.UserController,class,18,20,2,18,5,1,0,10,0,0.5,0.5,0.5,4,0,4,0,0,0,4,0,0,0,3,1,0,3,0,0,1,0,0,27,5,0,0,1,0,10,1,2,0,4,1,0,0,0,31,1,4
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-travel2-service/src/main/java/travel2/service/TravelServiceImpl.java,travel2.service.TravelServiceImpl$Anonymous2,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-config-service/src/main/java/config/controller/ConfigController.java,config.controller.ConfigController,class,18,20,2,18,6,1,0,9,0,0.16666667,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,2,1,0,2,0,0,1,0,0,27,6,0,0,0,0,18,0,1,0,2,0,0,0,0,28,1,5
