file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/OutsidePaymentInfo.java,inside_payment.entity.OutsidePaymentInfo,class,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-basic-service/src/main/java/fdse/microservice/config/SecurityConfig.java,fdse.microservice.config.SecurityConfig,class,13,13,0,13,3,2,0,14,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,7,0,0,0,0,0,1,0,0,65,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/service/AdminTravelService.java,admintravel.service.AdminTravelService,interface,3,6,3,3,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-common/src/main/java/edu/fudan/common/entity/TripId.java,edu.fudan.common.entity.TripId,class,2,7,5,2,8,1,0,3,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,32,1,0,0,0,0,0,2,7,1,3,1,0,0,0,12,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/async/ExecutorConfig.java,inside_payment.async.ExecutorConfig,class,4,4,0,4,2,1,0,6,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,24,2,0,0,0,0,2,3,5,0,5,0,0,0,0,15,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,class,19,21,2,19,40,1,0,49,0,0.4791667,0.9111111,1.0,12,0,10,2,0,0,10,0,0,0,4,1,3,1,0,0,1,0,0,272,22,9,9,0,0,58,25,85,9,81,3,1,0,0,91,1,12
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/ts-ui-test/src/test/java/TestServiceTravel.java,TestServiceTravel$TravelInfo,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,7,0,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,7,0,7,0,0,0,0,14,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-train-service/src/test/java/train/controller/TrainControllerTest.java,train.controller.TrainControllerTest,class,12,12,0,12,12,1,0,31,0,0.36111113,1.0,1.0,12,0,12,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,74,0,0,0,0,0,22,6,22,0,24,0,0,0,0,44,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-rebook-service/src/main/java/rebook/service/RebookServiceImpl.java,rebook.service.RebookServiceImpl$Anonymous2,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/service/AdminTravelServiceImpl.java,admintravel.service.AdminTravelServiceImpl,class,16,18,2,16,33,1,0,33,0,0.44444445,0.71428573,0.71428573,9,0,7,2,0,0,7,0,0,0,3,1,0,3,0,0,1,0,0,194,21,1,19,0,1,51,27,60,12,56,2,2,0,0,84,1,17
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-rebook-service/src/main/java/rebook/service/RebookServiceImpl.java,rebook.service.RebookServiceImpl$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-rebook-service/src/main/java/rebook/service/RebookServiceImpl.java,rebook.service.RebookServiceImpl$Anonymous3,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/ts-ui-test/src/test/java/TestFlowTwoPay.java,TestFlowTwoPay,class,8,9,1,8,16,1,0,26,0,0.44444445,1.0,1.0,6,1,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,6,75,0,1,2,0,0,46,8,18,4,17,2,0,0,0,65,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-food-delivery-service/src/main/java/food_delivery/entity/SeatInfo.java,food_delivery.entity.SeatInfo,class,3,7,4,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-common/src/main/java/edu/fudan/common/entity/RouteInfo.java,edu.fudan.common.entity.RouteInfo,class,2,2,0,2,2,1,0,2,1,0.8333333,0.0,0.0,2,0,2,0,0,0,2,0,0,0,6,0,0,6,0,0,0,0,2,16,2,0,0,0,0,2,0,2,0,8,0,0,0,0,17,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-station-food-service/src/main/java/food/init/InitData.java,food.init.InitData,class,8,9,1,8,6,1,0,26,0,0.25,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,1,0,1,0,1,1,0,4,48,1,2,1,1,0,12,10,16,0,11,3,0,0,0,38,1,3
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/ts-ui-test/src/test/java/TestServicePayment.java,TestServicePayment,class,7,8,1,7,11,1,0,22,0,0.25,1.0,1.0,6,1,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,5,57,0,0,0,0,0,42,6,7,5,7,2,0,0,0,47,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-cancel-service/src/main/java/cancel/service/CancelServiceImpl.java,cancel.service.CancelServiceImpl,class,18,20,2,18,37,1,0,54,0,0.6041666,0.26666668,0.26666668,12,1,6,6,0,0,6,0,0,0,4,1,0,3,0,1,1,0,13,237,27,0,21,0,0,67,24,62,10,64,5,3,0,0,102,1,33
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-travel2-service/src/main/java/travel2/entity/Travel.java,travel2.entity.Travel,class,2,3,1,2,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/ts-ui-test/src/test/java/TestServiceSecurity.java,TestServiceSecurity,class,7,8,1,7,7,1,0,22,0,0.25,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,3,35,0,0,0,0,0,17,5,4,2,4,1,0,0,0,32,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-cancel-service/src/test/java/cancel/service/CancelServiceImplTest.java,cancel.service.CancelServiceImplTest,class,16,16,0,16,8,1,0,12,0,0.15625,0.75,0.75,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,87,0,0,0,0,0,32,15,32,8,34,0,7,0,0,60,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-food-delivery-service/src/main/java/food_delivery/service/FoodDeliveryService.java,food_delivery.service.FoodDeliveryService,interface,6,10,4,6,8,1,0,0,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Json2Shiviz/src/main/java/org/services/analysis/AggregateEachCase.java,org.services.analysis.AggregateEachCase,class,1,2,1,1,15,1,0,23,3,0.6666667,NaN,NaN,3,3,1,2,0,0,1,0,0,0,2,2,0,2,0,0,0,0,6,73,3,6,1,1,1,6,5,31,0,28,5,0,0,0,62,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-wait-order-service/src/main/java/waitorder/entity/WaitListOrderStatus.java,waitorder.entity.WaitListOrderStatus,enum,1,4,3,1,6,1,0,3,0,0.375,0.6666667,1.0,4,1,3,0,0,1,4,0,0,0,2,0,0,2,0,0,0,0,1,28,4,1,1,0,0,6,7,3,0,3,2,0,0,0,36,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/dto/UserDto.java,user.dto.UserDto,class,5,10,5,5,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/web/ServletUtils.java,org.myproject.ms.monitoring.instrument.web.ServletUtils,class,2,3,1,2,2,1,0,1,0,0.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,10,0,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-auth-service/src/test/java/auth/controller/UserControllerTest.java,auth.controller.UserControllerTest,class,14,14,0,14,5,1,0,28,0,0.56000006,1.0,1.0,5,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,1,33,0,0,0,0,0,5,0,9,1,12,0,0,0,0,36,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/repository/OrderRepository.java,order.repository.OrderRepository,interface,3,5,2,3,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/config/SecurityConfig.java,user.config.SecurityConfig$Anonymous1,anonymous,1,1,0,1,1,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,-1,0
