file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/service/OrderService.java,order.service.OrderService,"queryOrdersForRefresh/3[order.entity.OrderInfo,java.lang.String,order.service.HttpHeaders]",false,26,3,2,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/service/OrderService.java,order.service.OrderService,"alterOrder/2[order.entity.OrderAlterInfo,order.service.HttpHeaders]",false,28,3,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/service/OrderService.java,order.service.OrderService,"queryAlreadySoldOrders/3[java.util.Date,java.lang.String,order.service.HttpHeaders]",false,30,2,2,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/service/OrderService.java,order.service.OrderService,"getOrderPrice/2[java.lang.String,order.service.HttpHeaders]",false,36,2,2,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/service/OrderService.java,order.service.OrderService,"addNewOrder/2[order.entity.Order,order.service.HttpHeaders]",false,50,3,2,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/service/OrderService.java,order.service.OrderService,"findOrderById/2[java.lang.String,order.service.HttpHeaders]",false,16,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/service/OrderService.java,order.service.OrderService,"queryOrders/3[order.entity.OrderInfo,java.lang.String,order.service.HttpHeaders]",false,24,3,2,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Message$Payload,getType/0,false,102,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Message$Payload,setType/1[java.lang.String],false,110,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Message$Payload,getSize/0,false,98,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Message$Payload,setSize/1[java.lang.String],false,106,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/MoneyType.java,inside_payment.entity.MoneyType,"MoneyType/2[java.lang.String,int]",true,22,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/MoneyType.java,inside_payment.entity.MoneyType,setIndex/1[int],false,48,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/MoneyType.java,inside_payment.entity.MoneyType,getName/1[int],false,27,1,2,0,2,3,2,8,2,0,1,2,1,1,1,1,0,0,0,0,0,0,2,0,0,0,7,9,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/MoneyType.java,inside_payment.entity.MoneyType,setName/1[java.lang.String],false,40,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/MoneyType.java,inside_payment.entity.MoneyType,getName/0,false,36,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/MoneyType.java,inside_payment.entity.MoneyType,getIndex/0,false,44,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/async/EBPProc.java,org.myproject.ms.monitoring.instrument.async.EBPProc,"postProcessBeforeInitialization/2[java.lang.Object,java.lang.String]",false,29,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/async/EBPProc.java,org.myproject.ms.monitoring.instrument.async.EBPProc,EBPProc/1[org.myproject.ms.monitoring.instrument.async.BeanFactory],true,23,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/async/EBPProc.java,org.myproject.ms.monitoring.instrument.async.EBPProc,"postProcessAfterInitialization/2[java.lang.Object,java.lang.String]",false,35,3,1,0,1,3,9,15,2,6,2,9,0,0,0,0,0,1,1,0,6,0,1,0,0,0,25,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-route-service/src/main/java/route/config/SecurityConfig.java,route.config.SecurityConfig,passwordEncoder/0,false,35,3,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-route-service/src/main/java/route/config/SecurityConfig.java,route.config.SecurityConfig,corsConfigurer/0,false,48,4,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,1,0,true
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-route-service/src/main/java/route/config/SecurityConfig.java,route.config.SecurityConfig,configure/1[route.config.HttpSecurity],false,64,3,1,0,1,1,15,4,0,0,1,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,19,4,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-notification-service/src/main/java/notification/entity/NotifyInfo.java,notification.entity.NotifyInfo,NotifyInfo/0,true,29,0,13,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-route-plan-service/src/main/java/plan/RoutePlanApplication.java,plan.RoutePlanApplication,restTemplate/1[plan.RestTemplateBuilder],false,32,4,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-route-plan-service/src/main/java/plan/RoutePlanApplication.java,plan.RoutePlanApplication,main/1[java.lang.String[]],false,26,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-seat-service/src/main/java/seat/controller/SeatController.java,seat.controller.SeatController,"create/2[seat.controller.Seat,seat.controller.HttpHeaders]",false,40,8,1,0,1,1,6,4,1,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,1,1,true
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-seat-service/src/main/java/seat/controller/SeatController.java,seat.controller.SeatController,"getLeftTicketOfInterval/2[seat.controller.Seat,seat.controller.HttpHeaders]",false,55,8,1,0,1,1,6,4,1,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,1,1,true
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-seat-service/src/main/java/seat/controller/SeatController.java,seat.controller.SeatController,home/0,false,27,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/test/java/verifycode/service/VerifyCodeServiceImplTest.java,verifycode.service.VerifyCodeServiceImplTest,testGetImageCode/0,false,559,2,1,0,1,1,3,6,0,2,0,3,0,0,0,0,0,0,1,2,2,0,0,0,0,0,9,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/test/java/verifycode/service/VerifyCodeServiceImplTest.java,verifycode.service.VerifyCodeServiceImplTest,testVerifyCode/0,false,567,2,1,0,1,1,2,4,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-train-food-service/src/main/java/trainFood/config/SecurityConfig.java,trainFood.config.SecurityConfig$Anonymous1,addCorsMappings/1[trainFood.config.CorsRegistry],false,43,1,0,0,0,1,6,3,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-cancel-service/src/main/java/cancel/entity/GetAccountByIdResult.java,cancel.entity.GetAccountByIdResult,GetAccountByIdResult/0,true,19,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/web/TSDBPProcess.java,org.myproject.ms.monitoring.instrument.web.TSDBPProcess$TraceDelegatingHandlerMapping,"TraceDelegatingHandlerMapping/2[org.myproject.ms.monitoring.instrument.web.DelegatingHandlerMapping,org.myproject.ms.monitoring.instrument.web.BeanFactory]",true,55,2,1,1,0,1,1,5,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/web/TSDBPProcess.java,org.myproject.ms.monitoring.instrument.web.TSDBPProcess$TraceDelegatingHandlerMapping,getOrder/0,false,62,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/web/TSDBPProcess.java,org.myproject.ms.monitoring.instrument.web.TSDBPProcess$TraceDelegatingHandlerMapping,getHandler/1[org.myproject.ms.monitoring.instrument.web.HttpServletRequest],false,68,3,1,0,1,2,2,8,2,1,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,14,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-notification-service/src/main/java/notification/NotificationApplication.java,notification.NotificationApplication,main/1[java.lang.String[]],false,19,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-notification-service/src/main/java/notification/NotificationApplication.java,notification.NotificationApplication,restTemplate/1[notification.RestTemplateBuilder],false,25,4,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-food-service/src/main/java/foodsearch/config/Queues.java,foodsearch.config.Queues,emailQueue/0,false,13,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-assurance-service/src/main/java/assurance/AssuranceApplication.java,assurance.AssuranceApplication,restTemplate/1[assurance.RestTemplateBuilder],false,32,4,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-assurance-service/src/main/java/assurance/AssuranceApplication.java,assurance.AssuranceApplication,main/1[java.lang.String[]],false,26,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testSaveOrderInfo/0,false,162,5,2,0,2,1,17,7,0,3,0,17,0,0,0,0,0,0,1,0,3,0,0,0,0,0,13,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testFindAllOrder/0,false,193,4,1,0,1,1,14,5,0,1,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testHome/0,false,44,1,0,0,0,1,7,3,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testGetOrderById/0,false,134,4,1,0,1,1,15,5,0,1,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testGetTicketListByDateAndTripId/0,false,51,5,2,0,2,1,17,7,0,3,0,17,0,0,0,0,0,0,1,0,3,0,0,0,0,0,21,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testSecurityInfoCheck/0,false,152,4,1,0,1,1,16,6,0,2,0,16,0,0,0,0,0,0,2,0,2,1,0,0,0,0,14,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testQueryOrdersForRefresh/0,false,95,5,2,0,2,1,18,7,0,3,0,18,0,0,0,0,0,0,1,0,3,0,0,0,0,0,17,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testCalculateSoldTicket/0,false,106,4,1,0,1,1,16,6,0,2,0,16,0,0,0,0,0,0,2,0,2,1,0,0,0,0,13,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testCreateNewOrder/0,false,62,5,2,0,2,1,17,7,0,3,0,17,0,0,0,0,0,0,1,0,3,0,0,0,0,0,13,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testDeleteOrder/0,false,184,4,1,0,1,1,15,5,0,1,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testGetOrderPrice/0,false,116,4,1,0,1,1,15,5,0,1,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testPayOrder/0,false,125,4,1,0,1,1,15,5,0,1,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testQueryOrders/0,false,84,5,2,0,2,1,18,7,0,3,0,18,0,0,0,0,0,0,1,0,3,0,0,0,0,0,15,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testAddCreateNewOrder/0,false,73,5,2,0,2,1,17,7,0,3,0,17,0,0,0,0,0,0,1,0,3,0,0,0,0,0,14,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,setUp/0,false,38,1,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testModifyOrder/0,false,143,4,1,0,1,1,16,5,0,1,0,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/test/java/order/controller/OrderControllerTest.java,order.controller.OrderControllerTest,testUpdateOrder/0,false,173,5,2,0,2,1,17,7,0,3,0,17,0,0,0,0,0,0,1,0,3,0,0,0,0,0,12,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-notification-service/src/main/java/notification/config/SecurityConfig.java,notification.config.SecurityConfig,passwordEncoder/0,false,34,3,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-notification-service/src/main/java/notification/config/SecurityConfig.java,notification.config.SecurityConfig,corsConfigurer/0,false,47,4,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,1,0,true
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-notification-service/src/main/java/notification/config/SecurityConfig.java,notification.config.SecurityConfig,configure/1[notification.config.HttpSecurity],false,63,3,1,0,1,1,14,4,0,0,1,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,4,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/util/CookieUtil.java,inside_payment.util.CookieUtil,"getCookieByName/2[inside_payment.util.HttpServletRequest,java.lang.String]",false,29,3,1,0,1,2,3,9,2,1,2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,13,9,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/util/CookieUtil.java,inside_payment.util.CookieUtil,CookieUtil/0,true,14,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/util/CookieUtil.java,inside_payment.util.CookieUtil,"addCookie/4[inside_payment.util.HttpServletResponse,java.lang.String,java.lang.String,int]",false,18,2,0,0,0,2,4,9,0,1,4,4,0,0,0,0,0,0,1,1,1,0,1,0,0,0,9,9,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/util/CookieUtil.java,inside_payment.util.CookieUtil,readCookieMap/1[inside_payment.util.HttpServletRequest],false,38,2,1,1,0,3,3,10,1,2,1,3,0,0,1,1,0,0,0,0,2,0,2,0,0,0,10,10,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/web/TWAConf.java,org.myproject.ms.monitoring.instrument.web.TWAConf$SkipPatternProviderConfig,"getPatternForManagementServerProperties/2[org.myproject.ms.monitoring.instrument.web.ManagementServerProperties,org.myproject.ms.monitoring.instrument.web.SWProp]",false,104,3,3,1,2,4,5,10,3,1,2,5,0,0,0,0,0,0,3,0,1,2,1,0,0,0,11,8,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/web/TWAConf.java,org.myproject.ms.monitoring.instrument.web.TWAConf$SkipPatternProviderConfig,defaultSkipPatternBeanIfManagementServerPropsArePresent/1[org.myproject.ms.monitoring.instrument.web.SWProp],false,120,6,2,0,2,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/instrument/web/TWAConf.java,org.myproject.ms.monitoring.instrument.web.TWAConf$SkipPatternProviderConfig,"skipPatternForManagementServerProperties/2[org.myproject.ms.monitoring.instrument.web.ManagementServerProperties,org.myproject.ms.monitoring.instrument.web.SWProp]",false,90,6,1,0,1,1,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/config/SecurityConfig.java,order.config.SecurityConfig,passwordEncoder/0,false,38,3,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/config/SecurityConfig.java,order.config.SecurityConfig,configure/1[order.config.HttpSecurity],false,67,3,1,0,1,1,15,4,0,0,1,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,4,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-order-service/src/main/java/order/config/SecurityConfig.java,order.config.SecurityConfig,corsConfigurer/0,false,51,4,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,1,0,true
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/PaymentType.java,inside_payment.entity.PaymentType,setName/1[java.lang.String],false,48,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/PaymentType.java,inside_payment.entity.PaymentType,getName/0,false,44,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/PaymentType.java,inside_payment.entity.PaymentType,"PaymentType/2[java.lang.String,int]",true,30,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/PaymentType.java,inside_payment.entity.PaymentType,getIndex/0,false,52,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/entity/PaymentType.java,inside_payment.entity.PaymentType,setIndex/1[int],false,56,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,false
